primary_title,start_year,end_year,genres,average_rating,num_votes,show_id,normalized_title
Game of Thrones,2011,2019,"Action,Adventure,Drama",9.2,2224679,c5a15b55-0447-4849-8699-5950d1366714,gameofthrones
Breaking Bad,2008,2013,"Crime,Drama,Thriller",9.5,2064740,38b9e35d-4e0d-4e62-9b0f-d24fe0e6157e,breakingbad
Stranger Things,2016,2025,"Drama,Fantasy,Horror",8.7,1291998,8eafad1e-40d5-457d-a14d-3e4ab75260d8,strangerthings
Friends,1994,2004,"Comedy,Romance",8.9,1058462,716a1478-8631-4bb8-8e19-2832394044de,friends
The Walking Dead,2010,2022,"Drama,Horror,Thriller",8.1,1055402,9ba6758f-0d46-4685-b500-7190cb1a835b,thewalkingdead
Sherlock,2010,2017,"Crime,Drama,Mystery",9.1,974486,fff5f240-04b8-4435-8fde-a0d99e28f6ff,sherlock
The Big Bang Theory,2007,2019,"Comedy,Romance",8.2,847708,6a652f73-2c85-4c4d-9efc-cfa233028d7d,thebigbangtheory
Dexter,2006,2013,"Crime,Drama,Mystery",8.7,751252,0e13ee21-9174-4848-895c-4dca16d3a9a1,dexter
How I Met Your Mother,2005,2014,"Comedy,Drama,Romance",8.3,715801,f704b269-b4ad-497f-9d95-968302861b9d,howimetyourmother
The Office,2005,2013,Comedy,9.0,677881,07d21ed5-197a-42ad-bdbe-2c8668ffc2f6,theoffice
Black Mirror,2011,\N,"Drama,Mystery,Sci-Fi",8.7,619207,6bffd099-e15a-4d77-abac-416bd60f99ec,blackmirror
Peaky Blinders,2013,2022,"Crime,Drama",8.8,617567,97041b12-d8b0-42fb-89aa-7a937246215d,peakyblinders
Better Call Saul,2015,2022,"Crime,Drama",9.0,616691,4715eca8-9d39-4899-9b0f-565d1a72b2c3,bettercallsaul
True Detective,2014,\N,"Crime,Drama,Mystery",8.9,615373,f78bfa5b-c8f5-4419-85aa-547a763686a5,truedetective
The Boys,2019,\N,"Action,Comedy,Crime",8.7,604500,7c8204ac-0dba-4afc-a4af-c1a9e3546f23,theboys
Lost,2004,2010,"Adventure,Drama,Fantasy",8.3,582155,50e4b673-01b4-4b1d-a879-212370ec8c7f,lost
Rick and Morty,2013,\N,"Adventure,Animation,Comedy",9.1,578256,399c5c6a-ef3a-435e-88d4-2b4aceb98854,rickandmorty
Prison Break,2005,2017,"Action,Crime,Drama",8.3,567160,13760ca0-934f-454e-a405-3ad3d58d94ee,prisonbreak
The Mandalorian,2019,\N,"Action,Adventure,Fantasy",8.7,567149,7702fe3e-e218-4311-8651-03f916c4f476,themandalorian
Vikings,2013,2020,"Action,Adventure,Drama",8.5,566543,f4e221c7-e84b-418f-abe0-4465a1b403fe,vikings
The Witcher,2019,\N,"Action,Adventure,Drama",8.0,556257,9c4c7801-027e-4ab0-9144-4e106f39827c,thewitcher
Westworld,2016,2022,"Drama,Mystery,Sci-Fi",8.5,523953,98ce9937-c1a2-46b0-84c1-720c7a599df8,westworld
House of Cards,2013,2018,Drama,8.7,523401,0a7443ae-7814-4880-9d59-c44fa2d56ffc,houseofcards
Money Heist,2017,2021,"Action,Crime,Drama",8.2,513913,fb37147a-e65a-4716-8d17-7792fce3a983,moneyheist
Squid Game,2021,\N,"Action,Drama,Mystery",8.0,509529,a614dde9-40e3-4e82-a657-1d69854cb2f4,squidgame
House,2004,2012,"Drama,Mystery",8.7,494778,3b254aff-2992-4a15-b99e-e57598be9507,house
Supernatural,2005,2020,"Drama,Fantasy,Horror",8.4,471547,fa274c6a-79bf-495c-b231-83c651470f4f,supernatural
Attack on Titan,2013,2023,"Action,Adventure,Animation",9.1,471317,75d1d682-8294-4f64-be6e-aece526592e4,attackontitan
The Last of Us,2023,\N,"Action,Adventure,Drama",8.8,469648,6631d3e9-4d1f-453c-832a-2cf49a2a533f,thelastofus
Modern Family,2009,2020,"Comedy,Drama,Romance",8.5,466844,2143a558-e3dd-4520-8551-58931f098fdc,modernfamily
Daredevil,2015,2018,"Action,Crime,Drama",8.6,464484,92d3ec6a-72d0-44b6-afa7-a1f54cd7b49a,daredevil
Suits,2011,2019,"Comedy,Drama",8.4,458736,65263612-714f-45f8-8f77-d66cdcbd8702,suits
Narcos,2015,2017,"Biography,Crime,Drama",8.8,456836,0c30dd0e-7118-4efc-b476-df2ca0347938,narcos
The Sopranos,1999,2007,"Crime,Drama",9.2,447316,4092f3aa-5f1d-4128-927b-81bb28be9b15,thesopranos
Arrow,2012,2020,"Action,Adventure,Crime",7.5,442476,7e712780-bdee-477d-9256-77702bff8f39,arrow
The Simpsons,1989,\N,"Animation,Comedy",8.7,428137,1a2b3c6c-fcd9-46e4-8895-a64c4213edff,thesimpsons
Dark,2017,2020,"Crime,Drama,Mystery",8.7,426751,592f0a03-4c54-46bd-852c-b1e0de61c3df,dark
Mr. Robot,2015,2019,"Crime,Drama,Thriller",8.5,409112,b2ade5f2-adef-4a33-a836-0f22c007b3d0,mrrobot
South Park,1997,\N,"Animation,Comedy",8.7,398210,d9c6306a-5ca0-4262-abb6-627c880e6b34,southpark
Fargo,2014,2024,"Crime,Drama,Thriller",8.9,393366,dc9bef9f-6a47-4759-a50c-4d76343d3d62,fargo
Loki,2021,2023,"Action,Adventure,Fantasy",8.2,388776,03fdf863-d12d-4fc7-ae6d-dd4d628960a9,loki
The Wire,2002,2008,"Crime,Drama,Thriller",9.3,365563,21e62709-a428-4e7a-8003-69754848fec7,thewire
The Flash,2014,2023,"Action,Adventure,Drama",7.5,364510,5f8c9916-8200-46ed-afca-bcb88b777ceb,theflash
Death Note,2006,2007,"Animation,Crime,Drama",8.9,362755,12c285f7-bccf-4362-867c-ae009b7555c6,deathnote
Family Guy,1999,\N,"Animation,Comedy",8.2,357831,7a00f16e-55f2-4e71-afc4-4ee95ec2f5ce,familyguy
Homeland,2011,2020,"Crime,Drama,Mystery",8.3,355715,55debd63-7752-4939-9f94-c63074ab318c,homeland
Avatar: The Last Airbender,2005,2008,"Action,Adventure,Animation",9.3,347828,17f1cc81-6316-4446-af18-e71972bc269b,avatarthelastairbender
House of the Dragon,2022,\N,"Action,Adventure,Drama",8.5,347128,5a42d15d-a542-4245-9443-0b5158223b2a,houseofthedragon
Brooklyn Nine-Nine,2013,2021,"Comedy,Crime",8.4,346946,5b72d792-78f8-43bf-ba29-49a1a06b159e,brooklynninenine
Lucifer,2016,2021,"Crime,Drama,Fantasy",8.1,346605,e82aad02-4cfe-4a84-8c16-1c0a670acc54,lucifer
The Vampire Diaries,2009,2017,"Drama,Fantasy,Horror",7.7,341904,acb96c56-585c-4eaf-9068-8d976447cf2d,thevampirediaries
The Lord of the Rings: The Rings of Power,2022,\N,"Action,Adventure,Drama",7.0,341897,963ea48c-2d97-494f-97d6-e3834b4f7043,thelordoftheringstheringsofpower
Seinfeld,1989,1998,Comedy,8.9,341742,722f1f85-0933-44b2-97b9-86358321fd3b,seinfeld
Wednesday,2022,\N,"Comedy,Crime,Fantasy",8.1,340214,286136dd-49f4-4eee-9e8d-3fc99f884652,wednesday
American Horror Story,2011,\N,"Drama,Horror,Sci-Fi",8.0,337320,398ed736-a203-48eb-afe4-f80fb730de39,americanhorrorstory
Sex Education,2019,2023,"Comedy,Drama",8.3,336325,6ac92a98-43d6-46ef-8437-305e280edb2d,sexeducation
Ozark,2017,2022,"Crime,Drama,Thriller",8.5,336135,6fadcf0a-527d-4b5d-89b7-60eb38eca7a1,ozark
Grey's Anatomy,2005,\N,"Drama,Romance",7.6,332270,61301644-fa5d-4308-ad5d-f03eab868902,greysanatomy
Mindhunter,2017,2019,"Crime,Drama,Mystery",8.6,321115,1475cb0c-5878-4683-967b-61e0fa2ed563,mindhunter
Arrested Development,2003,2019,Comedy,8.7,319156,53168c24-94b9-49fc-a492-46a90c2a9a81,arresteddevelopment
Ted Lasso,2020,2023,"Comedy,Drama,Sport",8.8,318825,bc52e8ec-aeb1-4315-b4a3-9306feda9854,tedlasso
Orange Is the New Black,2013,2019,"Comedy,Crime,Drama",8.0,315848,ba9d4bc5-710f-4951-9d25-b0003d711a84,orangeisthenewblack
Sons of Anarchy,2008,2014,"Crime,Drama,Thriller",8.6,315790,374fc0b9-e5d7-45ef-a5e4-93e7848d067e,sonsofanarchy
13 Reasons Why,2017,2020,"Drama,Mystery,Thriller",7.5,309915,8fd9157e-7dfa-43da-8836-761aea105287,13reasonswhy
Aspirants,2021,\N,Drama,9.2,307034,c9f8a57c-ad01-45a3-b9c8-b5eed2d714f9,aspirants
You,2018,2024,"Crime,Drama,Romance",7.7,287856,afdaedd9-7306-4ae4-84e7-568410a569b1,you
Community,2009,2015,Comedy,8.5,285571,362e59c6-ce4f-45f0-bf16-c932a5e9d48c,community
Parks and Recreation,2009,2015,Comedy,8.6,279941,cb12221d-6d44-4058-b202-aa774b2e9fe7,parksandrecreation
Firefly,2002,2003,"Adventure,Drama,Sci-Fi",9.0,277108,1262e114-9a8f-448b-ac44-b34d8535ebfd,firefly
Two and a Half Men,2003,2015,"Comedy,Romance",7.1,275665,1ca2afd4-aa5e-4ca8-be17-917675909ac7,twoandahalfmen
The Blacklist,2013,2023,"Crime,Drama,Mystery",8.0,273603,14419459-01d9-4e1a-b43e-f4344c61a4e8,theblacklist
Hannibal,2013,2015,"Crime,Drama,Horror",8.5,269792,d990ccda-2c75-49b6-ac14-a2213c9ea92b,hannibal
Shameless,2011,2021,"Comedy,Drama",8.5,269641,b12eb322-8829-405c-8057-d871a273d250,shameless
The 100,2014,2020,"Drama,Mystery,Sci-Fi",7.6,269037,13e15b30-3339-494b-8706-933fd6eda364,the100
The Umbrella Academy,2019,2024,"Action,Adventure,Comedy",7.9,267038,c4504385-2b24-4699-b98b-19fadb97d8fa,theumbrellaacademy
Scrubs,2001,2010,"Comedy,Drama",8.4,266606,9d7dad00-c45d-4f79-960b-4a19f86a636c,scrubs
The Punisher,2017,2019,"Action,Crime,Drama",8.5,257176,fb5d95f0-0f53-4910-8ce6-e85c9999f400,thepunisher
True Blood,2008,2014,"Drama,Fantasy,Mystery",7.9,256690,878c088a-88cf-481b-be9e-45494e054618,trueblood
Futurama,1999,\N,"Adventure,Animation,Comedy",8.5,256047,837e91e4-0d7a-447a-bc33-44c9c627980e,futurama
Mad Men,2007,2015,Drama,8.7,254771,b0ebd82d-427c-4fcc-a622-b39bd0b2c056,madmen
Fringe,2008,2013,"Drama,Mystery,Sci-Fi",8.4,253909,560ffa8e-adaf-44f3-ac0d-4c9f2bfc1e12,fringe
Spartacus,2010,2013,"Action,Adventure,Biography",8.5,252352,a790cc60-4a52-424b-855f-723c6f80570c,spartacus
The Handmaid's Tale,2017,\N,"Drama,Sci-Fi,Thriller",8.4,252321,07abccac-1292-46c5-ba6d-5eefd1f3f432,thehandmaidstale
Arcane,2021,\N,"Action,Adventure,Animation",9.0,250162,b2f93443-50cd-4963-bee5-f3cd1e7a61d9,arcane
Heroes,2006,2010,"Drama,Fantasy,Sci-Fi",7.5,248997,c11da42b-09a3-46d1-8bba-7c051ac82cf6,heroes
It's Always Sunny in Philadelphia,2005,\N,Comedy,8.8,245053,8b0bf552-f76e-4c23-9ec7-7208c2437d20,itsalwayssunnyinphiladelphia
Succession,2018,2023,"Comedy,Drama",8.9,244660,bf3eafee-763e-4493-8c60-b2a17518cbad,succession
The X-Files,1993,2018,"Crime,Drama,Mystery",8.6,242361,4df61f6e-6019-4b29-80d8-3d134a0643ee,thexfiles
New Girl,2011,2018,"Comedy,Romance",7.8,240224,2a360129-c18c-4732-ac11-0dc504b6d669,newgirl
The Crown,2016,2023,"Biography,Drama,History",8.6,238566,b8fa88fd-a810-4932-b47b-30e2c3f1cd77,thecrown
Gotham,2014,2019,"Action,Crime,Drama",7.8,238150,17035ade-99bf-4cda-b085-bdee2840bea7,gotham
Doctor Who,2005,\N,"Adventure,Drama,Sci-Fi",8.6,237313,dcdb63bb-9acd-4919-b924-89528f613e80,doctorwho
Once Upon a Time,2011,2018,"Adventure,Fantasy,Romance",7.7,233843,3af8d6ea-a482-4300-aa0c-3600df153a88,onceuponatime
Agents of S.H.I.E.L.D.,2013,2020,"Action,Adventure,Drama",7.5,223737,653da886-402d-41ae-a162-59f13992d78a,agentsofshield
Euphoria,2019,\N,Drama,8.3,223503,f26c325e-9513-4177-9251-15cd6dbb4bf1,euphoria
Jessica Jones,2015,2019,"Action,Crime,Drama",7.9,223463,fe81ad0a-3254-44d7-a5a7-383d7fbfbc25,jessicajones
Downton Abbey,2010,2015,"Drama,Romance",8.7,218846,4554c180-7cab-4b69-8790-e3c0024ebf9b,downtonabbey
Big Little Lies,2017,2019,"Crime,Drama,Mystery",8.4,217937,48119663-69ee-430a-9df7-a0c91eafdcc3,biglittlelies
Criminal Minds,2005,\N,"Crime,Drama,Mystery",8.1,213005,37a2fd39-e1bc-4023-8294-afa12ae7f51f,criminalminds
The End of the F***ing World,2017,2019,"Adventure,Comedy,Crime",8.0,212560,840c989a-6972-4506-a1c5-22fccedb1cb7,theendofthefingworld
Twin Peaks,1990,1991,"Crime,Drama,Mystery",8.8,209833,f4caea59-712a-4fc4-a752-da17edd1638c,twinpeaks
One Piece,1999,\N,"Action,Adventure,Animation",8.9,207021,84c357b7-ac3a-4b62-b2e3-71fa67a50498,onepiece
Cobra Kai,2018,2023,"Action,Comedy,Drama",8.5,199571,8963cd4a-6a49-4dd7-8377-e0e9edb8a1e6,cobrakai
Boardwalk Empire,2010,2014,"Crime,Drama",8.6,199448,0cb7c48c-4fcb-462d-87cb-3b43d055a994,boardwalkempire
Yellowstone,2018,\N,"Drama,Western",8.7,196812,5a757e64-c41b-4a76-b190-7eedea768b57,yellowstone
The Mentalist,2008,2015,"Crime,Drama,Mystery",8.2,196050,0889dbfa-e7ef-49d3-bafc-7f9696a6d838,thementalist
24,2001,2010,"Action,Crime,Drama",8.4,194380,a0469e47-4362-4dc0-8d1f-091824f66995,24
Fullmetal Alchemist: Brotherhood,2009,2010,"Action,Adventure,Animation",9.1,189987,9aa501b8-242e-4f75-ac60-2d870d201250,fullmetalalchemistbrotherhood
The White Lotus,2021,2025,"Comedy,Drama",7.9,188194,f2026d3e-6abf-4670-bc3b-b08d1fe568a9,thewhitelotus
"Love, Death & Robots",2019,\N,"Action,Adventure,Animation",8.4,188086,859a5920-27ca-479f-bf95-a964f3304336,lovedeathrobots
Gossip Girl,2007,2012,"Drama,Romance",7.5,188065,c6fb4774-32f1-4c39-8021-0ca146c98425,gossipgirl
Fleabag,2016,2019,"Comedy,Drama",8.7,187899,66744393-0470-46be-afa3-120ea6b4cc32,fleabag
That '70s Show,1998,2006,"Comedy,Drama,Romance",8.1,186644,c5a82cca-cdbe-4c5c-8aa1-15f299c63e41,that70sshow
Californication,2007,2014,"Comedy,Drama",8.3,186638,07a73d31-8aac-4ff6-b9a8-e75ab6a2b4d0,californication
Person of Interest,2011,2016,"Action,Crime,Drama",8.5,185368,4bb13da8-241e-4511-805a-3e6a7bf9fc00,personofinterest
She-Hulk: Attorney at Law,2022,2022,"Action,Adventure,Comedy",5.3,185197,5927ce88-d57d-4a94-9f64-3621627e123a,shehulkattorneyatlaw
Altered Carbon,2018,2020,"Action,Drama,Sci-Fi",7.9,184045,fd964a91-cc3f-4940-97e9-bbb6a6985fb0,alteredcarbon
The Good Place,2016,2020,"Comedy,Drama,Fantasy",8.2,181559,acb2a421-ea5a-43e7-9986-74f2caefff31,thegoodplace
Rome,2005,2007,"Action,Drama,Romance",8.7,181435,48363ab0-60e9-477f-90c5-ddb373267777,rome
BoJack Horseman,2014,2020,"Animation,Comedy,Drama",8.8,180034,008ad813-1757-403e-9b3f-994c853e1d0f,bojackhorseman
One Punch Man,2015,2019,"Action,Animation,Comedy",8.7,179974,e527b683-b0c5-462c-b80a-27b93c40213d,onepunchman
Severance,2022,\N,"Drama,Mystery,Sci-Fi",8.7,178273,0962f200-6176-4adf-be87-230b6ca941f8,severance
Pretty Little Liars,2010,2017,"Drama,Mystery,Romance",7.4,175664,f5a516c1-d833-4e7b-aaff-589bed1f0219,prettylittleliars
Invincible,2021,\N,"Action,Adventure,Animation",8.7,175521,d64627a0-2d4a-41c7-94f8-ec530dc120e3,invincible
Entourage,2004,2011,"Comedy,Drama",8.4,175133,347bfe66-98af-445a-805c-4e9bdbef6b53,entourage
Outlander,2014,\N,"Drama,Fantasy,Romance",8.4,174818,1c12f339-348d-483e-bb29-3441259032be,outlander
Battlestar Galactica,2004,2009,"Action,Adventure,Drama",8.7,172948,c4e310d9-373a-49ea-ae9d-c2129ba927fb,battlestargalactica
Bones,2005,2017,"Crime,Drama,Mystery",7.8,171757,e4379509-649e-4d4e-8038-6bca87409f53,bones
Castle,2009,2016,"Comedy,Crime,Drama",8.1,171104,55c9fca9-789f-47a1-82c9-2230400251a6,castle
Tom Clancy's Jack Ryan,2018,2023,"Action,Drama,Thriller",8.0,169101,9be40c0e-0c68-4b5a-b292-250afa0f7be9,tomclancysjackryan
The Heroes,2008,\N,"Animation,Drama,History",8.4,167474,b8bf29a8-1e70-419c-848d-8408b9b4b11b,theheroes
The Bear,2022,\N,"Comedy,Drama",8.6,166854,1db1fd2b-af6c-4989-8373-297f3a1adf40,thebear
The Expanse,2015,2022,"Drama,Mystery,Sci-Fi",8.5,166785,f2725348-3574-472c-b0e5-2909a9a6aa0e,theexpanse
The Sandman,2022,\N,"Drama,Fantasy,Horror",7.7,164192,ef5f077d-15e5-4e73-b2c1-94508a1d46a6,thesandman
Archer,2009,2023,"Action,Animation,Comedy",8.6,162859,6b8fe84d-fd95-42f5-b35f-72c0961742b3,archer
How to Get Away with Murder,2014,2020,"Crime,Drama,Mystery",8.1,162841,74aaf43d-d8ce-4210-9f63-9d0ed319ee3b,howtogetawaywithmurder
Silicon Valley,2014,2019,Comedy,8.5,161725,60282205-d749-4960-b77e-ae2930b7104d,siliconvalley
The IT Crowd,2006,2013,Comedy,8.5,161312,69f5070e-db16-4a8d-8609-598e28e7a192,theitcrowd
Sense8,2015,2018,"Drama,Mystery,Sci-Fi",8.2,160630,655696b5-0041-4c82-8eed-f35b4e13ba92,sense8
The Last Kingdom,2015,2022,"Action,Drama,History",8.5,160231,3ec784ca-789c-48cb-85a3-b269a15d0f1f,thelastkingdom
Teen Wolf,2011,2017,"Action,Drama,Fantasy",7.7,159970,60ddb885-a929-47ca-b8df-b1e8eeb14fe4,teenwolf
Bridgerton,2020,\N,"Drama,Romance",7.4,159889,2fed3017-f977-43c3-994b-4fc002bb5bd2,bridgerton
NCIS,2003,\N,"Action,Crime,Drama",7.8,158521,c71593e4-d688-4e07-a83f-9486d1d4ce89,ncis
Buffy the Vampire Slayer,1997,2003,"Action,Drama,Fantasy",8.3,156339,bb140a1a-1875-4cd1-b919-89deab6adfaf,buffythevampireslayer
Reacher,2022,\N,"Action,Crime,Drama",8.1,154052,8a763301-74fe-42a8-95eb-13f0d45889bc,reacher
Andor,2022,\N,"Action,Adventure,Drama",8.4,153891,8b335ea5-8f3f-4a2f-8739-9bfc1b76a597,andor
Glee,2009,2015,"Comedy,Drama,Music",6.8,153880,35af5f3f-c3ed-4f9b-8ab9-479714c256d6,glee
This Is Us,2016,2022,"Comedy,Drama,Romance",8.7,153701,8bb68aeb-bf1b-4623-b305-188f9fa849e3,thisisus
Riverdale,2017,2023,"Crime,Drama,Mystery",6.5,152781,850752e5-2121-400a-b0df-f294e1dae7c9,riverdale
Luther,2010,2019,"Crime,Drama,Mystery",8.4,151500,c6905177-1e25-4e54-9cda-1f5ca76c2476,luther
Naruto: Shippuden,2007,2017,"Action,Adventure,Animation",8.7,151222,4dec22c7-a53f-40f7-aedc-6a0a98acd0a6,narutoshippuden
Freaks and Geeks,1999,2000,"Comedy,Drama",8.8,150481,acb28455-6d71-4cb9-bfce-ea8ab4b89eff,freaksandgeeks
After Life,2019,2022,"Comedy,Drama",8.4,148307,20c6d9f9-f443-407e-a4a4-9e3f04321dd4,afterlife
Taboo,2017,2017,"Drama,Mystery,Thriller",8.3,146256,3a3d1970-6f28-4797-8819-cc95da6692b6,taboo
Chuck,2007,2012,"Action,Comedy,Drama",8.2,144714,d3c255aa-d3b8-459e-9e8a-0b44d5599446,chuck
The Originals,2013,2018,"Drama,Fantasy,Horror",8.3,144694,a1354c0c-6bd6-4019-842a-698972e85e82,theoriginals
Only Murders in the Building,2021,\N,"Comedy,Crime,Drama",8.1,144159,7e56482a-52d7-458b-a5a3-f125713a7eb5,onlymurdersinthebuilding
Six Feet Under,2001,2005,"Comedy,Drama",8.7,143609,8563c186-e2f8-4168-81bc-73695a6d33ac,sixfeetunder
Dragon Ball Z,1989,1996,"Action,Adventure,Animation",8.8,142906,5e19d9b7-d9c5-4391-b45a-59be8408f7e1,dragonballz
Gilmore Girls,2000,2007,"Comedy,Drama",8.2,142522,31a54dc3-50c3-417d-a184-8e87f2d5a4a1,gilmoregirls
The Fresh Prince of Bel-Air,1990,1996,Comedy,7.9,142334,84024c44-7864-445c-99f3-ff3d1cd206f3,thefreshprinceofbelair
Bodyguard,2018,2024,"Crime,Drama,Thriller",8.1,140820,16ea8743-502b-40b4-a95d-2b74bc250684,bodyguard
Fear the Walking Dead,2015,2023,"Drama,Horror,Sci-Fi",6.8,140179,39609a92-684a-4ea4-bf9e-a7623caabace,fearthewalkingdead
Malcolm in the Middle,2000,2006,"Comedy,Family",8.2,139413,14d00fa8-4c7a-44da-8407-54bea2f0d813,malcolminthemiddle
Sex and the City,1998,2004,"Comedy,Drama,Romance",7.3,139036,934b33a9-a197-4910-ad38-c370a3671f72,sexandthecity
Curb Your Enthusiasm,2000,\N,Comedy,8.8,138656,154dbe4b-2db2-4072-861c-08b716f34fbb,curbyourenthusiasm
Schitt's Creek,2015,2020,Comedy,8.5,138547,48e1748d-64ef-4425-bdac-69c8a3b2a00a,schittscreek
The Marvelous Mrs. Maisel,2017,2023,"Comedy,Drama",8.7,138404,90573d21-2e99-4eb7-89da-3ced589b1c2c,themarvelousmrsmaisel
White Collar,2009,2014,"Comedy,Crime,Drama",8.2,138352,5b8c92f6-6021-46b9-bf19-fc93617104da,whitecollar
Luke Cage,2016,2018,"Action,Crime,Drama",7.3,137503,e4f53755-e8c3-4c59-a78b-3601af1c170a,lukecage
Iron Fist,2017,2018,"Action,Adventure,Crime",6.4,137437,6167b907-2e1f-47f1-8aa4-b00f6f1f3556,ironfist
Demon Slayer: Kimetsu no Yaiba,2019,\N,"Action,Adventure,Animation",8.6,136814,f10d84ab-a4e4-4939-b6d1-72a3b56e9057,demonslayerkimetsunoyaiba
Desperate Housewives,2004,2012,"Comedy,Drama,Mystery",7.6,136702,43b270f4-0c8e-4f0c-8a9c-e12e18a3df54,desperatehousewives
Smallville,2001,2011,"Action,Adventure,Drama",7.5,135291,07c92d2b-7685-4801-a2b8-841eacb94f36,smallville
The Sinner,2017,2021,"Crime,Drama,Mystery",7.9,135180,48518102-549a-4805-94ff-a1d5bb38ac56,thesinner
American Dad!,2005,\N,"Animation,Comedy",7.4,134067,4d82b780-ec34-45c0-88f2-13abe43b1094,americandad
What If...?,2021,\N,"Action,Adventure,Animation",7.4,133277,11bcdf3b-bb18-4c9b-89ff-ba8aa71e2ba9,whatif
Cowboy Bebop,1998,1999,"Action,Adventure,Animation",8.9,133112,8b38754e-0387-4548-a1ed-d636514b9fbe,cowboybebop
Lupin,2021,\N,"Action,Crime,Drama",7.5,131959,a7366280-a565-44a6-b36d-d272656b56cc,lupin
Star Trek: The Next Generation,1987,1994,"Action,Adventure,Drama",8.7,131879,c33b9541-9a64-456e-8793-56aa05e47229,startrekthenextgeneration
The Legend of Korra,2012,2014,"Action,Adventure,Animation",8.4,131310,3242f2af-b42e-400f-be3b-a922be054c8f,thelegendofkorra
King the Land,2023,\N,"Comedy,Romance",4.6,130872,86b173ab-3b2d-4c5f-920c-fd01e7dcf0f4,kingtheland
The Wheel of Time,2021,\N,"Action,Adventure,Drama",7.1,130731,f18c5be6-81a9-4912-b1e1-8f21c1556318,thewheeloftime
Star Trek: Discovery,2017,2024,"Action,Adventure,Drama",7.1,130545,eb9953a1-22b3-4b91-bd8f-e5c6a41f80ff,startrekdiscovery
30 Rock,2006,2013,Comedy,8.3,129874,5448ae06-5717-460b-b79b-76b0ce439215,30rock
Mr. Bean,1990,1995,"Comedy,Family",8.6,129608,f52a7d05-adf0-4ed8-b856-53bcc2525d7b,mrbean
Killing Eve,2018,2022,"Action,Adventure,Drama",8.1,129328,b8fe6e99-ae2d-4796-89a8-c7b4fc051fe3,killingeve
Peacemaker,2022,\N,"Action,Adventure,Comedy",8.3,129028,dc001cf3-3ea3-4b98-aa1e-b0e940f820e3,peacemaker
Penny Dreadful,2014,2016,"Drama,Fantasy,Horror",8.2,128921,a5beebd5-8c65-4caa-aa78-2f15b2171c93,pennydreadful
Supergirl,2015,2021,"Action,Adventure,Drama",6.2,128295,ede2c382-7ea7-40ac-926f-9c25942ad8d9,supergirl
Gravity Falls,2012,2016,"Adventure,Animation,Comedy",8.9,128032,94a02a66-2cfc-4a4b-9f49-3e07d785679b,gravityfalls
Grimm,2011,2017,"Crime,Drama,Fantasy",7.9,128001,308b98fe-3b52-44f0-9eda-f0958639a1be,grimm
Lie to Me,2009,2011,"Crime,Drama,Mystery",8.0,125694,6e8aaece-ab6d-44b5-a075-a5ec103b89bc,lietome
Top Gear,2002,\N,"Adventure,Comedy,Sport",8.7,124633,b000d3b0-7360-4b27-9094-2df28e036e37,topgear
Hunter x Hunter,2011,2014,"Action,Adventure,Animation",9.0,124615,81739cf5-fac7-45f3-80b6-744e0f62ff1d,hunterxhunter
One Piece,2023,\N,"Action,Adventure,Comedy",8.4,123697,e8a0950d-1af3-4c9b-91ac-f742aece3924,onepiece
Revenge,2011,2015,"Drama,Mystery,Thriller",7.8,123668,d1056127-3da0-409a-96aa-5c3a574415b7,revenge
Broadchurch,2013,2017,"Crime,Drama,Mystery",8.4,122981,4ff1aaaf-f253-40bb-a47a-79127e6748f7,broadchurch
The Newsroom,2012,2014,Drama,8.6,122306,85fe8da8-d4d7-4528-9ed3-884fc050fe54,thenewsroom
The Morning Show,2019,\N,Drama,8.2,121923,04cf8770-d740-47df-8603-3d473913c59e,themorningshow
Dhindora,2021,\N,"Comedy,Drama",8.8,121284,fd21bd01-9dbc-4866-bfc6-957e2a6eee7a,dhindora
Naruto,2002,2007,"Action,Adventure,Animation",8.4,120733,30f8a877-a769-4f3f-94d0-08f362367919,naruto
The Office,2001,2003,"Comedy,Drama",8.5,120272,38cd41f9-77c4-4fe7-ab45-5e623280e562,theoffice
The Killing,2011,2014,"Crime,Drama,Mystery",8.3,119643,ce9c275c-ddff-44c2-be20-710056711fb6,thekilling
Banshee,2013,2016,"Action,Crime,Drama",8.4,119023,ada58495-7baa-4240-a644-531c5c646808,banshee
Law & Order: Special Victims Unit,1999,\N,"Crime,Drama,Mystery",8.1,118936,f9d5906a-60fb-4c81-8814-552db476e73a,laworderspecialvictimsunit
Elementary,2012,2019,"Crime,Drama,Mystery",7.9,116727,e8804059-6881-4f80-9aae-86417e2f11c5,elementary
Barry,2018,2023,"Action,Comedy,Crime",8.4,116554,30beb53c-f821-463e-82df-5f95016a0c49,barry
Weeds,2005,2012,"Comedy,Crime,Drama",7.9,115860,9d131f08-ac6b-43e9-973b-89e0a615e07b,weeds
The Fall,2013,2016,"Crime,Drama,Thriller",8.1,115517,d7cf6ac9-3904-498b-ba4d-45c73e20dd3c,thefall
Star Wars: The Clone Wars,2008,2020,"Action,Adventure,Animation",8.4,115507,b6e3c898-d4c0-4c63-a4d2-86d4dad5c84f,starwarstheclonewars
Orphan Black,2013,2017,"Drama,Sci-Fi,Thriller",8.3,115467,3aa0ddd1-40aa-4acb-ad72-198d2a7c1618,orphanblack
