primary_title,start_year,end_year,genres,average_rating,num_votes,show_id,normalized_title
Game of Thrones,2011,2019,"Action,Adventure,Drama",9.2,2224679,e2bc60fe-f668-4eb9-9570-a684bf642df0,gameofthrones
Breaking Bad,2008,2013,"Crime,Drama,Thriller",9.5,2064740,19a4ea24-1ea1-4997-a6f0-34f927c226a4,breakingbad
Stranger Things,2016,2025,"Drama,Fantasy,Horror",8.7,1291998,ca225270-fd65-4830-ad79-e1c08646c3ce,strangerthings
Friends,1994,2004,"Comedy,Romance",8.9,1058462,fb5304d9-6dcf-4f2e-a6b4-08bff162ec90,friends
The Walking Dead,2010,2022,"Drama,Horror,Thriller",8.1,1055402,d57c6be1-0643-41d3-a67d-fb6f076a207b,thewalkingdead
Sherlock,2010,2017,"Crime,Drama,Mystery",9.1,974486,4e622983-4e11-4564-ad84-6b4f4d2f4347,sherlock
The Big Bang Theory,2007,2019,"Comedy,Romance",8.2,847708,b5222d0f-f174-4bc1-9386-248b299605b2,thebigbangtheory
Dexter,2006,2013,"Crime,Drama,Mystery",8.7,751252,51ae59ef-51eb-4e4e-8770-865b9bcdea96,dexter
How I Met Your Mother,2005,2014,"Comedy,Drama,Romance",8.3,715801,b385b5e7-5c0e-4e6a-81b7-091ee89c73d9,howimetyourmother
The Office,2005,2013,Comedy,9.0,677881,6823ad34-383e-4bee-a327-5c2c53e69a05,theoffice
Black Mirror,2011,\N,"Drama,Mystery,Sci-Fi",8.7,619207,972cbbd0-66b7-4964-92b2-a624787f7d18,blackmirror
Peaky Blinders,2013,2022,"Crime,Drama",8.8,617567,cc33881d-5f21-405c-8292-7c52f6837302,peakyblinders
Better Call Saul,2015,2022,"Crime,Drama",9.0,616691,d46ab5bd-4510-4b5c-85ae-15ef74d281bf,bettercallsaul
True Detective,2014,\N,"Crime,Drama,Mystery",8.9,615373,6f271234-51bc-4583-81a6-1d8a340b9ac0,truedetective
The Boys,2019,\N,"Action,Comedy,Crime",8.7,604500,c13a74a5-c45a-4ffa-b03b-489b6c3b40cd,theboys
Lost,2004,2010,"Adventure,Drama,Fantasy",8.3,582155,5f9499a6-7269-422a-9576-82ddc5f463ed,lost
Rick and Morty,2013,\N,"Adventure,Animation,Comedy",9.1,578256,967dbd3a-2f97-467f-8bea-f8cbd81f8159,rickandmorty
Prison Break,2005,2017,"Action,Crime,Drama",8.3,567160,388e5b70-0e0e-4371-902e-8736ce32b5cb,prisonbreak
The Mandalorian,2019,\N,"Action,Adventure,Fantasy",8.7,567149,baae936b-7929-4605-8f8b-71972dc4d092,themandalorian
Vikings,2013,2020,"Action,Adventure,Drama",8.5,566543,aeab6fb1-e9ec-4487-b760-491bc58bde62,vikings
The Witcher,2019,\N,"Action,Adventure,Drama",8.0,556257,e0fa6446-aa62-43dc-9189-d5a791e60126,thewitcher
Westworld,2016,2022,"Drama,Mystery,Sci-Fi",8.5,523953,2acffa07-d101-40b7-bb6b-34cf4e9b51f0,westworld
House of Cards,2013,2018,Drama,8.7,523401,9ab56e99-5351-49b3-b5af-dbe44dce0945,houseofcards
Money Heist,2017,2021,"Action,Crime,Drama",8.2,513913,832da8da-96aa-427d-b0cf-7d5acea54dec,moneyheist
Squid Game,2021,\N,"Action,Drama,Mystery",8.0,509529,f5eaf5c0-1d13-4b79-b0ee-74c927fca0ab,squidgame
House,2004,2012,"Drama,Mystery",8.7,494778,2995e634-db9e-457f-b1fe-262634c6b100,house
Supernatural,2005,2020,"Drama,Fantasy,Horror",8.4,471547,c6628145-d5d4-4fca-8b7b-18fcce53c2f5,supernatural
Attack on Titan,2013,2023,"Action,Adventure,Animation",9.1,471317,32716e4f-21c9-4211-8e50-51ae7d18f5aa,attackontitan
The Last of Us,2023,\N,"Action,Adventure,Drama",8.8,469648,6521e998-dffd-4b9c-8fa9-276057986e76,thelastofus
Modern Family,2009,2020,"Comedy,Drama,Romance",8.5,466844,9c0cbb93-c52f-47e0-a89e-672f25074de0,modernfamily
Daredevil,2015,2018,"Action,Crime,Drama",8.6,464484,588e03e0-667c-4d06-b2cc-745397097f89,daredevil
Suits,2011,2019,"Comedy,Drama",8.4,458736,62a4962c-bdf7-4f14-8611-b8331ba6fb2c,suits
Narcos,2015,2017,"Biography,Crime,Drama",8.8,456836,8d7e8f1b-15b7-42d8-87b6-af188ce660ca,narcos
The Sopranos,1999,2007,"Crime,Drama",9.2,447316,12b39671-8d79-4dfe-9c2c-5b1817cd146a,thesopranos
Arrow,2012,2020,"Action,Adventure,Crime",7.5,442476,66af93e1-b748-4025-be14-517dcf81c38d,arrow
The Simpsons,1989,\N,"Animation,Comedy",8.7,428137,80117903-574f-4c95-8959-7b361445481d,thesimpsons
Dark,2017,2020,"Crime,Drama,Mystery",8.7,426751,45660e84-9092-408f-ac55-414cda652e4e,dark
Mr. Robot,2015,2019,"Crime,Drama,Thriller",8.5,409112,dde7f1c1-6c73-41b4-8585-992aaec5fcb5,mrrobot
South Park,1997,\N,"Animation,Comedy",8.7,398210,3da4a5f0-59fb-4862-9360-3dc4b3ad6fc9,southpark
Fargo,2014,2024,"Crime,Drama,Thriller",8.9,393366,0893044c-1892-4504-a444-a67f44a5e3b0,fargo
Loki,2021,2023,"Action,Adventure,Fantasy",8.2,388776,6b8571a7-636d-4827-8486-f655840ff654,loki
The Wire,2002,2008,"Crime,Drama,Thriller",9.3,365563,73775996-7a04-4be3-829b-341268fe2dcb,thewire
The Flash,2014,2023,"Action,Adventure,Drama",7.5,364510,3199f00b-7a9e-4fae-8260-7512d1eb70c0,theflash
Death Note,2006,2007,"Animation,Crime,Drama",8.9,362755,f7e19fff-a5e7-41d7-98e5-196af1c02a73,deathnote
Family Guy,1999,\N,"Animation,Comedy",8.2,357831,4205dadf-dc5e-4b36-840c-41348e686d6b,familyguy
Homeland,2011,2020,"Crime,Drama,Mystery",8.3,355715,53fd2655-6137-4c84-84df-b2c699d03740,homeland
Avatar: The Last Airbender,2005,2008,"Action,Adventure,Animation",9.3,347828,156b764b-a5e2-4ec6-8b95-945b250d6a23,avatarthelastairbender
House of the Dragon,2022,\N,"Action,Adventure,Drama",8.5,347128,5a6ffc1c-8530-4bdf-83ea-7b0bab7204ec,houseofthedragon
Brooklyn Nine-Nine,2013,2021,"Comedy,Crime",8.4,346946,ddbf9159-2f81-4e24-8cd8-3a53edf443af,brooklynninenine
Lucifer,2016,2021,"Crime,Drama,Fantasy",8.1,346605,fdb5fd5d-c713-4053-ad85-25c942988c47,lucifer
The Vampire Diaries,2009,2017,"Drama,Fantasy,Horror",7.7,341904,ff76b144-a681-40de-b6cf-528f5689c3d4,thevampirediaries
The Lord of the Rings: The Rings of Power,2022,\N,"Action,Adventure,Drama",7.0,341897,793517ca-73ee-45e1-8c87-c26b23b7269f,thelordoftheringstheringsofpower
Seinfeld,1989,1998,Comedy,8.9,341742,45348a94-2ce4-4ba0-934e-ddf161c40f7a,seinfeld
Wednesday,2022,\N,"Comedy,Crime,Fantasy",8.1,340214,7327e0fe-83ad-4834-9a00-7d89b3a4887d,wednesday
American Horror Story,2011,\N,"Drama,Horror,Sci-Fi",8.0,337320,96d2c8aa-c343-4984-a5bf-7e3e2a2b5b01,americanhorrorstory
Sex Education,2019,2023,"Comedy,Drama",8.3,336325,ec7d4918-3983-4470-84bd-1e8899650db0,sexeducation
Ozark,2017,2022,"Crime,Drama,Thriller",8.5,336135,e33cf2d2-5d40-4650-907e-0689b58fab8a,ozark
Grey's Anatomy,2005,\N,"Drama,Romance",7.6,332270,6a75efb7-6c97-4ebe-b0ef-1fec2b101555,greysanatomy
Mindhunter,2017,2019,"Crime,Drama,Mystery",8.6,321115,44bff73d-d003-4e5e-8f31-4c0f366e274d,mindhunter
Arrested Development,2003,2019,Comedy,8.7,319156,ee6c65ed-4336-4a7d-b590-0bbdc22f3f48,arresteddevelopment
Ted Lasso,2020,2023,"Comedy,Drama,Sport",8.8,318825,fdef4a0a-4901-48a5-9ce1-6737af8fe634,tedlasso
Orange Is the New Black,2013,2019,"Comedy,Crime,Drama",8.0,315848,988d60e8-af40-4d02-b6a2-7f79e23f4c77,orangeisthenewblack
Sons of Anarchy,2008,2014,"Crime,Drama,Thriller",8.6,315790,57fa3df8-0bbb-4e3e-86f1-8dabd64ea7d4,sonsofanarchy
13 Reasons Why,2017,2020,"Drama,Mystery,Thriller",7.5,309915,0ec1fb2c-b6ba-4c8a-84c8-92f11907ef0b,13reasonswhy
Aspirants,2021,\N,Drama,9.2,307034,255e1ac8-3bc7-4f19-b7a4-fd30ba2c7adc,aspirants
You,2018,2024,"Crime,Drama,Romance",7.7,287856,b1f8bff0-663c-4408-a18b-65bed608013e,you
Community,2009,2015,Comedy,8.5,285571,bc92a474-5bfe-423d-8666-049ac88a5587,community
Parks and Recreation,2009,2015,Comedy,8.6,279941,a2a021d6-056b-4796-9d1e-6232b5ca535e,parksandrecreation
Firefly,2002,2003,"Adventure,Drama,Sci-Fi",9.0,277108,e7da0790-0e3f-4d9f-a138-3ef9018f6d1f,firefly
Two and a Half Men,2003,2015,"Comedy,Romance",7.1,275665,f85460f9-836d-45de-91dd-04180d31b968,twoandahalfmen
The Blacklist,2013,2023,"Crime,Drama,Mystery",8.0,273603,c9b4c453-700a-4762-a1b4-11bcaa84dd7b,theblacklist
Hannibal,2013,2015,"Crime,Drama,Horror",8.5,269792,91e5a66c-a910-4284-8477-273afa0fdeb1,hannibal
Shameless,2011,2021,"Comedy,Drama",8.5,269641,10589cb0-7a73-4c18-92d6-a2233f042237,shameless
The 100,2014,2020,"Drama,Mystery,Sci-Fi",7.6,269037,95191a7f-5699-4a69-aa82-ff4710675383,the100
The Umbrella Academy,2019,2024,"Action,Adventure,Comedy",7.9,267038,96f2fd52-c20d-4c05-a843-4b2ebbd94318,theumbrellaacademy
Scrubs,2001,2010,"Comedy,Drama",8.4,266606,09b29772-2136-48da-a977-f1e9ecdd5526,scrubs
The Punisher,2017,2019,"Action,Crime,Drama",8.5,257176,02724fa9-5036-48a5-ab88-4eecdf8f1f24,thepunisher
True Blood,2008,2014,"Drama,Fantasy,Mystery",7.9,256690,ee19a994-3965-442b-b707-037a4945691f,trueblood
Futurama,1999,\N,"Adventure,Animation,Comedy",8.5,256047,f1c8c685-fd27-4351-b7d2-ebd417f56369,futurama
Mad Men,2007,2015,Drama,8.7,254771,5f26e9f2-0e5f-4671-854d-625658bfd568,madmen
Fringe,2008,2013,"Drama,Mystery,Sci-Fi",8.4,253909,54dcc99e-aa90-4950-a344-2e57026cd903,fringe
Spartacus,2010,2013,"Action,Adventure,Biography",8.5,252352,44137400-fee0-4076-a6c5-03db2193f433,spartacus
The Handmaid's Tale,2017,\N,"Drama,Sci-Fi,Thriller",8.4,252321,ea0a21e9-da91-4cd6-ac01-82f7f06d6ccc,thehandmaidstale
Arcane,2021,\N,"Action,Adventure,Animation",9.0,250162,385b0ba8-89e8-48be-8f8b-1b745d4f7049,arcane
Heroes,2006,2010,"Drama,Fantasy,Sci-Fi",7.5,248997,88243aaa-19cc-4739-9aa2-b960bf29668d,heroes
It's Always Sunny in Philadelphia,2005,\N,Comedy,8.8,245053,a3ffbcbf-8d1d-490e-a216-2f1ee3c99211,itsalwayssunnyinphiladelphia
Succession,2018,2023,"Comedy,Drama",8.9,244660,24adde88-faa2-4094-b2ca-e67a77561e37,succession
The X-Files,1993,2018,"Crime,Drama,Mystery",8.6,242361,84b44e34-d657-4cd6-a5c4-4a00dc0d9580,thexfiles
New Girl,2011,2018,"Comedy,Romance",7.8,240224,f75c8ad0-b2aa-4d7a-af3e-a1f1e4ac0cf1,newgirl
The Crown,2016,2023,"Biography,Drama,History",8.6,238566,5c93396a-0465-470e-9836-6ecad085c96c,thecrown
Gotham,2014,2019,"Action,Crime,Drama",7.8,238150,5f51d35e-545d-48b6-8eeb-2bf1dfb6fcbe,gotham
Doctor Who,2005,\N,"Adventure,Drama,Sci-Fi",8.6,237313,536357a0-56c9-439a-abe2-2c4ce99f8621,doctorwho
Once Upon a Time,2011,2018,"Adventure,Fantasy,Romance",7.7,233843,f8555f62-20a8-4890-a995-2d63c74b0499,onceuponatime
Agents of S.H.I.E.L.D.,2013,2020,"Action,Adventure,Drama",7.5,223737,1cce7448-c2bb-45b8-8821-8f6abe4dac8b,agentsofshield
Euphoria,2019,\N,Drama,8.3,223503,1ffbdc4a-beb4-46d5-89fa-64aede9e68c2,euphoria
Jessica Jones,2015,2019,"Action,Crime,Drama",7.9,223463,a78afe56-2b4a-4bf9-bc71-0483cc161995,jessicajones
Downton Abbey,2010,2015,"Drama,Romance",8.7,218846,59f398c0-ccc3-41bc-b215-6a75d501a512,downtonabbey
Big Little Lies,2017,2019,"Crime,Drama,Mystery",8.4,217937,928e19df-db05-4e3e-bc24-a3f0f571c7c7,biglittlelies
Criminal Minds,2005,\N,"Crime,Drama,Mystery",8.1,213005,3a3bef9f-3939-49c6-973b-ed633326f94c,criminalminds
The End of the F***ing World,2017,2019,"Adventure,Comedy,Crime",8.0,212560,f1dd0ace-158e-43e0-b374-60d73b65e1dd,theendofthefingworld
Twin Peaks,1990,1991,"Crime,Drama,Mystery",8.8,209833,61aeb17f-2c44-4de6-b90f-3c349c248003,twinpeaks
One Piece,1999,\N,"Action,Adventure,Animation",8.9,207021,e6d42145-26f1-4305-838b-d7a8318ca0e0,onepiece
Cobra Kai,2018,2023,"Action,Comedy,Drama",8.5,199571,4e286407-96a9-4daf-9e51-8f7de51ba1e8,cobrakai
Boardwalk Empire,2010,2014,"Crime,Drama",8.6,199448,fbf9d854-43c4-400f-99b2-7032afa7ca33,boardwalkempire
Yellowstone,2018,\N,"Drama,Western",8.7,196812,f6a2590b-9076-4d16-ae76-6345e30ccae4,yellowstone
The Mentalist,2008,2015,"Crime,Drama,Mystery",8.2,196050,ca2640bf-4564-4fda-817d-ff2c8eb2856f,thementalist
24,2001,2010,"Action,Crime,Drama",8.4,194380,754a323f-b3d1-41ac-be24-7de0711e2e82,24
Fullmetal Alchemist: Brotherhood,2009,2010,"Action,Adventure,Animation",9.1,189987,86e33478-cfe0-466f-bce7-b4b83b3b6356,fullmetalalchemistbrotherhood
The White Lotus,2021,2025,"Comedy,Drama",7.9,188194,4fe682df-191a-4661-8efe-7cb34f17b05a,thewhitelotus
"Love, Death & Robots",2019,\N,"Action,Adventure,Animation",8.4,188086,649d942d-3999-4627-be2f-c129579aa720,lovedeathrobots
Gossip Girl,2007,2012,"Drama,Romance",7.5,188065,36994079-b49b-4fec-bb46-42ef4bb856fe,gossipgirl
Fleabag,2016,2019,"Comedy,Drama",8.7,187899,efe00651-a130-4075-8fad-9dc3a4851782,fleabag
That '70s Show,1998,2006,"Comedy,Drama,Romance",8.1,186644,eba1bd3d-6386-473e-86a5-1572135e1819,that70sshow
Californication,2007,2014,"Comedy,Drama",8.3,186638,d8869299-f2a4-4edf-8142-55e4462ae31b,californication
Person of Interest,2011,2016,"Action,Crime,Drama",8.5,185368,07d8fd3e-991b-4c51-9265-57aafcac6293,personofinterest
She-Hulk: Attorney at Law,2022,2022,"Action,Adventure,Comedy",5.3,185197,04c86773-9d43-4084-9034-ff3c2468193f,shehulkattorneyatlaw
Altered Carbon,2018,2020,"Action,Drama,Sci-Fi",7.9,184045,59d274c3-5ee4-4541-9d83-f4891f879f6e,alteredcarbon
The Good Place,2016,2020,"Comedy,Drama,Fantasy",8.2,181559,0d1e1365-c058-4c29-b8fe-5dccb7dcbfb3,thegoodplace
Rome,2005,2007,"Action,Drama,Romance",8.7,181435,f8d57dee-5d12-440c-8619-8857298c23d7,rome
BoJack Horseman,2014,2020,"Animation,Comedy,Drama",8.8,180034,9415141a-7e42-4f33-bd7b-cbd41bd158f7,bojackhorseman
One Punch Man,2015,2019,"Action,Animation,Comedy",8.7,179974,a6370495-a875-441d-8cf5-47cf9b4253b2,onepunchman
Severance,2022,\N,"Drama,Mystery,Sci-Fi",8.7,178273,28a02b23-f19f-469a-89ab-ece834f96342,severance
Pretty Little Liars,2010,2017,"Drama,Mystery,Romance",7.4,175664,fabc6210-d885-4e35-97e3-2e1355862b02,prettylittleliars
Invincible,2021,\N,"Action,Adventure,Animation",8.7,175521,47973385-5f11-40e9-953d-d278b3eecf56,invincible
Entourage,2004,2011,"Comedy,Drama",8.4,175133,f008cc17-ce8e-40b0-8268-62295d91573a,entourage
Outlander,2014,\N,"Drama,Fantasy,Romance",8.4,174818,0533832d-bf62-4a3f-9201-ae534b786b42,outlander
Battlestar Galactica,2004,2009,"Action,Adventure,Drama",8.7,172948,e9c03f8b-010e-4cea-b83c-7480114c9d92,battlestargalactica
Bones,2005,2017,"Crime,Drama,Mystery",7.8,171757,3161342c-bf59-427b-8ec8-26a43a2db8a6,bones
Castle,2009,2016,"Comedy,Crime,Drama",8.1,171104,31933982-d556-4f58-9c3f-567dbd093fef,castle
Tom Clancy's Jack Ryan,2018,2023,"Action,Drama,Thriller",8.0,169101,20010564-7ea3-45a5-9ac2-a8b342747e9d,tomclancysjackryan
The Heroes,2008,\N,"Animation,Drama,History",8.4,167474,18cbb773-a7f6-4622-9290-8008972b3f8e,theheroes
The Bear,2022,\N,"Comedy,Drama",8.6,166854,fc63984a-3267-4826-a496-034d46bc99de,thebear
The Expanse,2015,2022,"Drama,Mystery,Sci-Fi",8.5,166785,01305ac3-8d82-42e5-8121-ed0ce500a28e,theexpanse
The Sandman,2022,\N,"Drama,Fantasy,Horror",7.7,164192,3d2dd18b-119a-4f88-b05c-7ae9bdb67aca,thesandman
Archer,2009,2023,"Action,Animation,Comedy",8.6,162859,427063d6-ca4f-46b3-9b69-e7ef1cf5c70f,archer
How to Get Away with Murder,2014,2020,"Crime,Drama,Mystery",8.1,162841,f86a5056-04a6-4244-8e03-99990fda23f7,howtogetawaywithmurder
Silicon Valley,2014,2019,Comedy,8.5,161725,4df74167-420c-49f7-9e63-261549eb357b,siliconvalley
The IT Crowd,2006,2013,Comedy,8.5,161312,d44fdf06-1040-4791-885e-7decea3197b2,theitcrowd
Sense8,2015,2018,"Drama,Mystery,Sci-Fi",8.2,160630,c5f37e19-703b-4eee-aa19-7d17aaa6d5ac,sense8
The Last Kingdom,2015,2022,"Action,Drama,History",8.5,160231,41219a9a-f562-48a6-bacf-4b2d74668d86,thelastkingdom
Teen Wolf,2011,2017,"Action,Drama,Fantasy",7.7,159970,b947858e-602c-457c-a1e7-830eed065728,teenwolf
Bridgerton,2020,\N,"Drama,Romance",7.4,159889,9d2488a2-9112-4add-8fed-19c1e345e9bd,bridgerton
NCIS,2003,\N,"Action,Crime,Drama",7.8,158521,7baef840-a056-465c-acde-66c19b001a9c,ncis
Buffy the Vampire Slayer,1997,2003,"Action,Drama,Fantasy",8.3,156339,a8bf3962-500a-4954-94e7-a322d34f7d9f,buffythevampireslayer
Reacher,2022,\N,"Action,Crime,Drama",8.1,154052,38159e8a-67e7-42f0-b53f-ce466ef3ebe2,reacher
Andor,2022,\N,"Action,Adventure,Drama",8.4,153891,b28c0acf-59f4-4a7c-85f7-41b3c2ac160b,andor
Glee,2009,2015,"Comedy,Drama,Music",6.8,153880,f9481ea0-1ecf-45b3-9cd5-ac822498f873,glee
This Is Us,2016,2022,"Comedy,Drama,Romance",8.7,153701,c3623761-3830-484b-866e-f203abea76e2,thisisus
Riverdale,2017,2023,"Crime,Drama,Mystery",6.5,152781,085e4176-174b-42c1-892b-fb5410bee9fd,riverdale
Luther,2010,2019,"Crime,Drama,Mystery",8.4,151500,781d4302-d570-4205-aa3e-005cc087301e,luther
Naruto: Shippuden,2007,2017,"Action,Adventure,Animation",8.7,151222,0c42cb1f-c038-471d-aaff-3bd96bbb803b,narutoshippuden
Freaks and Geeks,1999,2000,"Comedy,Drama",8.8,150481,b407e8b5-3c62-41b0-a95d-f9bdcca1a74e,freaksandgeeks
After Life,2019,2022,"Comedy,Drama",8.4,148307,06c1a826-55b7-468e-bbf7-94dcf672a673,afterlife
Taboo,2017,2017,"Drama,Mystery,Thriller",8.3,146256,b0ea6e68-d77c-4d10-8dd5-e3019afee0c9,taboo
Chuck,2007,2012,"Action,Comedy,Drama",8.2,144714,87a391fa-38a9-4331-b642-970168245dbd,chuck
The Originals,2013,2018,"Drama,Fantasy,Horror",8.3,144694,380a68fa-e5c1-4aa4-a4aa-9680c3b61ea9,theoriginals
Only Murders in the Building,2021,\N,"Comedy,Crime,Drama",8.1,144159,415e0ab8-7c12-44b3-8450-7178b1499015,onlymurdersinthebuilding
Six Feet Under,2001,2005,"Comedy,Drama",8.7,143609,26cb00aa-219b-4f8d-bdb7-0d54b99f5b24,sixfeetunder
Dragon Ball Z,1989,1996,"Action,Adventure,Animation",8.8,142906,befe0eab-5681-4b95-9df4-2b8f54b87dd4,dragonballz
Gilmore Girls,2000,2007,"Comedy,Drama",8.2,142522,9d703505-50c3-43ab-980a-bbadac50c02d,gilmoregirls
The Fresh Prince of Bel-Air,1990,1996,Comedy,7.9,142334,2352ee81-a710-4cb2-81be-cf44d3e60b68,thefreshprinceofbelair
Bodyguard,2018,2024,"Crime,Drama,Thriller",8.1,140820,2c24c1b7-f91b-4aea-a779-32e96647071f,bodyguard
Fear the Walking Dead,2015,2023,"Drama,Horror,Sci-Fi",6.8,140179,6bc9f69b-330b-4251-827b-a051a1b390b5,fearthewalkingdead
Malcolm in the Middle,2000,2006,"Comedy,Family",8.2,139413,62970fb4-ea48-4728-b219-e1faa6955af4,malcolminthemiddle
Sex and the City,1998,2004,"Comedy,Drama,Romance",7.3,139036,f8762b86-7fdd-4285-84f4-36b8ba0ba0a5,sexandthecity
Curb Your Enthusiasm,2000,\N,Comedy,8.8,138656,80cbd3da-e581-4c40-99d3-475d9888118f,curbyourenthusiasm
Schitt's Creek,2015,2020,Comedy,8.5,138547,3b730ddc-1fec-4d4e-aecc-5c3e3c592bf5,schittscreek
The Marvelous Mrs. Maisel,2017,2023,"Comedy,Drama",8.7,138404,c9d448ae-4da9-4d20-8f3a-9190a5053739,themarvelousmrsmaisel
White Collar,2009,2014,"Comedy,Crime,Drama",8.2,138352,674674a6-c520-47a6-9181-4fb5e41c5040,whitecollar
Luke Cage,2016,2018,"Action,Crime,Drama",7.3,137503,16aaea9b-b1b0-4e02-b26e-78ac3cb5a70b,lukecage
Iron Fist,2017,2018,"Action,Adventure,Crime",6.4,137437,67b0df8a-7aad-4043-a6d2-7fd1c87e594a,ironfist
Demon Slayer: Kimetsu no Yaiba,2019,\N,"Action,Adventure,Animation",8.6,136814,abaa6232-be5e-4577-b1b2-eed764bbd198,demonslayerkimetsunoyaiba
Desperate Housewives,2004,2012,"Comedy,Drama,Mystery",7.6,136702,e9a57ad8-1a44-41bc-859d-659b40927a34,desperatehousewives
Smallville,2001,2011,"Action,Adventure,Drama",7.5,135291,9f68f23c-bf42-49ee-9a02-838bdbc37b37,smallville
The Sinner,2017,2021,"Crime,Drama,Mystery",7.9,135180,24fd1c9d-f1e3-4d86-a46f-c97cda5171b6,thesinner
American Dad!,2005,\N,"Animation,Comedy",7.4,134067,192ada9d-5684-4020-ab00-d4462e5054b3,americandad
What If...?,2021,\N,"Action,Adventure,Animation",7.4,133277,6b950b69-2257-49e9-bcb4-574c93e533f3,whatif
Cowboy Bebop,1998,1999,"Action,Adventure,Animation",8.9,133112,e97005d9-ffb7-4917-8423-e56631b771dd,cowboybebop
Lupin,2021,\N,"Action,Crime,Drama",7.5,131959,9bb73904-8e9a-4c40-8c17-28c389be9d2c,lupin
Star Trek: The Next Generation,1987,1994,"Action,Adventure,Drama",8.7,131879,c6bea848-a15f-4a48-bdc0-c43c62da6f03,startrekthenextgeneration
The Legend of Korra,2012,2014,"Action,Adventure,Animation",8.4,131310,7123eb81-ce74-411a-85f2-ec3029fd91fc,thelegendofkorra
King the Land,2023,\N,"Comedy,Romance",4.6,130872,a2ae7fc8-4b69-485b-a072-0ddd52c73946,kingtheland
The Wheel of Time,2021,\N,"Action,Adventure,Drama",7.1,130731,ccf15321-2906-4dbc-83e8-f1011ef3049c,thewheeloftime
Star Trek: Discovery,2017,2024,"Action,Adventure,Drama",7.1,130545,5c00f3c7-38a9-45f3-b6ab-b882480c9aab,startrekdiscovery
30 Rock,2006,2013,Comedy,8.3,129874,0cc8e8b8-574d-405b-81a2-887b14d05613,30rock
Mr. Bean,1990,1995,"Comedy,Family",8.6,129608,c4406489-beb2-4779-87a1-3b150d84c1fa,mrbean
Killing Eve,2018,2022,"Action,Adventure,Drama",8.1,129328,d1f452de-add0-4c7b-a146-5d141d8ede89,killingeve
Peacemaker,2022,\N,"Action,Adventure,Comedy",8.3,129028,ef8198a3-94e4-48de-9a06-5401148e6381,peacemaker
Penny Dreadful,2014,2016,"Drama,Fantasy,Horror",8.2,128921,0cc558d6-4f00-40a8-92e9-4c6e9d4ea3b9,pennydreadful
Supergirl,2015,2021,"Action,Adventure,Drama",6.2,128295,95dcfbd1-8b85-476f-aa76-41270d0c296c,supergirl
Gravity Falls,2012,2016,"Adventure,Animation,Comedy",8.9,128032,15e2f761-94c1-45c3-a7f3-6d54f43eb5d9,gravityfalls
Grimm,2011,2017,"Crime,Drama,Fantasy",7.9,128001,b9d18b23-ab4b-4510-bc75-f5b39abbd3df,grimm
Lie to Me,2009,2011,"Crime,Drama,Mystery",8.0,125694,f7cd4165-85e3-4f45-8d0c-be662fce469c,lietome
Top Gear,2002,\N,"Adventure,Comedy,Sport",8.7,124633,b9539a07-619f-423c-85fb-60891acfa392,topgear
Hunter x Hunter,2011,2014,"Action,Adventure,Animation",9.0,124615,0d372d1b-a749-4c1e-bf85-96b232ed6556,hunterxhunter
One Piece,2023,\N,"Action,Adventure,Comedy",8.4,123697,c08a57d3-d217-4444-adea-69a1a4ed0e40,onepiece
Revenge,2011,2015,"Drama,Mystery,Thriller",7.8,123668,8fd6bcc2-e072-42e6-8d01-90bdef2bc766,revenge
Broadchurch,2013,2017,"Crime,Drama,Mystery",8.4,122981,5ff14ee4-4e39-4e8c-8a0f-bdf7a5673e1f,broadchurch
The Newsroom,2012,2014,Drama,8.6,122306,5477d327-a650-4377-bc35-f6ad091002af,thenewsroom
The Morning Show,2019,\N,Drama,8.2,121923,9c8d89b6-1528-4592-b6d3-daab68cc02e4,themorningshow
Dhindora,2021,\N,"Comedy,Drama",8.8,121284,527b6957-9090-46a0-845d-58578a8580e1,dhindora
Naruto,2002,2007,"Action,Adventure,Animation",8.4,120733,f50cadd1-555c-415b-9c36-96958969e1cd,naruto
The Office,2001,2003,"Comedy,Drama",8.5,120272,d38db1fc-afa4-4507-8fc9-20ab326b8789,theoffice
The Killing,2011,2014,"Crime,Drama,Mystery",8.3,119643,2ba5ba83-b6d0-4c8f-8126-1d3644bc13e6,thekilling
Banshee,2013,2016,"Action,Crime,Drama",8.4,119023,faf484c7-677f-4d8f-bdb1-cd34f81403b1,banshee
Law & Order: Special Victims Unit,1999,\N,"Crime,Drama,Mystery",8.1,118936,c9c1440f-d16d-4423-a46f-92139e0a9463,laworderspecialvictimsunit
Elementary,2012,2019,"Crime,Drama,Mystery",7.9,116727,19d2f14e-d15d-4d8e-a118-89b1693b3121,elementary
Barry,2018,2023,"Action,Comedy,Crime",8.4,116554,5da7a66b-2289-41b8-ae9d-403d9ed3460d,barry
Weeds,2005,2012,"Comedy,Crime,Drama",7.9,115860,9fe2a5c6-3915-4701-bbdf-251f164e14bb,weeds
The Fall,2013,2016,"Crime,Drama,Thriller",8.1,115517,af340fc9-d8df-46fc-a3ef-6c821fad9ceb,thefall
Star Wars: The Clone Wars,2008,2020,"Action,Adventure,Animation",8.4,115507,c6952778-320b-4566-84cd-34a9031950ae,starwarstheclonewars
Orphan Black,2013,2017,"Drama,Sci-Fi,Thriller",8.3,115467,4afd5518-0bb1-4f4b-a558-e0072e2d4ecd,orphanblack
